Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS
"(-inf, 48881.54)",108,0.08695652173913043,74,34,0.3148148148148148,-0.786054613212887,0.0676675169853516,0.00824718910958313
"[48881.54, 96156.00)",175,0.14090177133655393,139,36,0.2057142857142857,-0.21280418712631355,0.0068302043620578476,0.0008521681943040411
"[96156.00, 289012.00)",373,0.3003220611916264,316,57,0.15281501340482573,0.14893176395146668,0.006340923044803057,0.0007918836611857903
"[289012.00, 460426.95)",175,0.14090177133655393,151,24,0.13714285714285715,0.2754668246660832,0.00975215311435327,0.0012151794711336913
"[460426.95, 538321.09)",67,0.05394524959742351,64,3,0.04477611940298507,1.496511612890667,0.07237719940245661,0.008287416404935775
"[538321.09, 1107228.19)",197,0.15861513687600645,167,30,0.15228426395939088,0.1530372489537044,0.0035312822781147367,0.00044098003833100037
"[1107228.19, inf)",147,0.11835748792270531,116,31,0.2108843537414966,-0.24415619517967713,0.007626391060683563,0.0009509380723767063
Special,0,0.0,0,0,0.0,0.0,0.0,0.0
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0
,1242,1.0,1027,215,0.17310789049919484,,0.1741256702478207,0.020785754951850133
