Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS
"(-inf, 15.50)",209,0.1682769726247987,156,53,0.2535885167464115,-0.48419508810348,0.04581109841520711,0.005671096476604166
"[15.50, 58.50)",466,0.3752012882447665,387,79,0.16952789699570817,0.02521765876186488,0.00023663861305035628,2.9579042876718732e-05
"[58.50, 68.50)",75,0.06038647342995169,64,11,0.14666666666666667,0.19722862876040592,0.002200014096768098,0.00027455690512681163
"[68.50, 76.50)",65,0.05233494363929147,61,4,0.06153846153846154,1.1608203212525252,0.04735177479459929,0.0056075371338741905
"[76.50, 88.50)",70,0.05636070853462158,67,3,0.04285714285714286,1.5423211489219608,0.07909804891371247,0.009010785145818986
"[88.50, 142.50)",210,0.16908212560386474,190,20,0.09523809523809523,0.6875326168056,0.06324035890184429,0.007752937277097482
"[142.50, 216.50)",68,0.05475040257648953,56,12,0.17647058823529413,-0.0233141408537465,2.998671226858079e-05,3.748254143940246e-06
"[216.50, inf)",79,0.06360708534621579,46,33,0.4177215189873418,-1.2316253467782805,0.13387486672867696,0.015750906182757533
Special,0,0.0,0,0,0.0,0.0,0.0,0.0
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0
,1242,1.0,1027,215,0.17310789049919484,,0.3718427871761272,0.044101146418299826
