Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS
"(-inf, 1856.89)",118,0.09500805152979067,92,26,0.22033898305084745,-0.300067142773337,0.009406783190041165,0.0011714562600801566
"[1856.89, 3679.43)",254,0.20450885668276972,209,45,0.17716535433070865,-0.02808741960640404,0.00016282193381579797,2.035207273913043e-05
"[3679.43, 4652.12)",119,0.09581320450885668,98,21,0.17647058823529413,-0.0233141408537465,5.2476746470016385e-05,6.559444751900729e-06
"[4652.12, 8873.54)",339,0.27294685990338163,294,45,0.13274336283185842,0.31315809576746645,0.024103266853414053,0.0030006571634852083
"[8873.54, 11059.41)",79,0.06360708534621579,77,2,0.02531645569620253,2.0868990594928434,0.13705361410160874,0.014573558923699652
"[11059.41, 17374.70)",134,0.10789049919484701,118,16,0.11940298507462686,0.43433672042498817,0.017581583782788176,0.0021805846120548106
"[17374.70, 30567.49)",114,0.09178743961352658,87,27,0.23684210526315788,-0.39368792915064077,0.01608949015038329,0.0019982980030466904
"[30567.49, inf)",85,0.06843800322061191,52,33,0.38823529411764707,-1.1090230246859483,0.11406907413166631,0.013570093234880468
Special,0,0.0,0,0,0.0,0.0,0.0,0.0
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0
,1242,1.0,1027,215,0.17310789049919484,,0.3185191108901876,0.036521559714738014
