Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS
"(-inf, 1808.58)",246,0.19806763285024154,188,58,0.23577235772357724,-0.38776022951736544,0.0336226867794637,0.004176701800744732
"[1808.58, 4023.61)",263,0.21175523349436393,218,45,0.17110266159695817,0.014073391217874098,4.1747565715029934e-05,5.218402649496295e-06
"[4023.61, 8836.91)",357,0.28743961352657005,317,40,0.11204481792717087,0.5062631379624487,0.062077735831766956,0.007677896501966715
"[8836.91, 10702.08)",73,0.05877616747181964,71,2,0.0273972602739726,2.0057735146804747,0.12000758090823918,0.012903648048373528
"[10702.08, 13452.70)",66,0.05314009661835749,59,7,0.10606060606060606,0.5678681130495109,0.014134657953035985,0.001743468620951493
"[13452.70, 29260.20)",169,0.1360708534621578,136,33,0.1952662721893491,-0.14761185753132366,0.0031092717528053613,0.0003883064950983353
"[29260.20, inf)",68,0.05475040257648953,38,30,0.4411764705882353,-1.327370403736665,0.13610047752812707,0.015864222300140035
Special,0,0.0,0,0,0.0,0.0,0.0,0.0
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0
,1242,1.0,1027,215,0.17310789049919484,,0.36909415831915326,0.04275946216992434
