Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS
"(-inf, -25800.94)",64,0.05152979066022544,42,22,0.34375,-0.9171320168758429,0.05633920734088419,0.006805519353378408
"[-25800.94, 1566.54)",509,0.40982286634460546,409,100,0.19646365422396855,-0.15521421174618477,0.010379012415626549,0.0012960757984909477
"[1566.54, 4135.40)",148,0.11916264090177134,126,22,0.14864864864864866,0.18148027179226678,0.003695275478263769,0.00046127660060123806
"[4135.40, 9407.78)",172,0.13848631239935588,147,25,0.14534883720930233,0.2077975801096401,0.005580669142683208,0.0006963312818357194
"[9407.78, 14259.87)",81,0.06521739130434782,70,11,0.13580246913580246,0.2868407874500931,0.0048754035248305015,0.0006073447442858223
"[14259.87, inf)",268,0.21578099838969403,233,35,0.13059701492537312,0.3319312102753915,0.021271378027656933,0.0026467826198844184
Special,0,0.0,0,0,0.0,0.0,0.0,0.0
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0
,1242,1.0,1027,215,0.17310789049919484,,0.10214094592994516,0.012513330398476553
