Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS
"(-inf, 440.96)",95,0.07648953301127215,75,20,0.21052631578947367,-0.24200334181857586,0.004838861231081783,0.0006033859682481671
"[440.96, 2205.91)",337,0.2713365539452496,283,54,0.16023738872403562,0.09270366927806784,0.002261699990493652,0.00028261130800783137
"[2205.91, 2583.58)",76,0.061191626409017714,64,12,0.15789473684210525,0.11021725177077624,0.0007167952426024534,8.955408120896722e-05
"[2583.58, 3088.21)",89,0.071658615136876,80,9,0.10112359550561797,0.6210428755367667,0.0223801008158604,0.0027534043905218268
"[3088.21, 3547.57)",73,0.05877616747181964,69,4,0.0547945205479452,1.2840529616764735,0.06238099735016657,0.0073025333222782735
"[3547.57, 9148.27)",332,0.2673107890499195,287,45,0.1355421686746988,0.289060544188406,0.020278290027301932,0.002525998099525549
"[9148.27, 18693.27)",132,0.10628019323671498,98,34,0.25757575757575757,-0.5051522277464848,0.03168111251934206,0.003918563080374039
"[18693.27, inf)",108,0.08695652173913043,71,37,0.3425925925925926,-0.9119972174038043,0.09389889151268356,0.011346791301865243
Special,0,0.0,0,0,0.0,0.0,0.0,0.0
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0
,1242,1.0,1027,215,0.17310789049919484,,0.2384367486895324,0.0288228415520299
