Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS
"(-inf, 2213.50)",215,0.17310789049919484,163,52,0.24186046511627907,-0.42125269957556033,0.03502537674195654,0.00434608480558623
"[2213.50, 6511.50)",303,0.24396135265700483,256,47,0.1551155115511551,0.13127066096860873,0.004025423543028679,0.0005028169723928768
"[6511.50, 9351.09)",124,0.0998389694041868,109,15,0.12096774193548387,0.41953849932603826,0.015257327277860945,0.0018933009734124588
"[9351.09, 11165.77)",76,0.061191626409017714,72,4,0.05263157894736842,1.3266125760952692,0.06832380704855145,0.007964604338893101
"[11165.77, 12999.00)",69,0.05555555555555555,62,7,0.10144927536231885,0.6174650541888829,0.017172857941504627,0.002113143404469193
"[12999.00, 25416.99)",222,0.178743961352657,197,25,0.11261261261261261,0.5005687220688921,0.037813846081878225,0.004677991995165675
"[25416.99, 40051.52)",100,0.08051529790660225,82,18,0.18,-0.04741169243280696,0.00018380203674048568,2.297310294468568e-05
"[40051.52, inf)",133,0.107085346215781,86,47,0.3533834586466165,-0.9595594872574461,0.1294115711647811,0.015583074611923098
Special,0,0.0,0,0,0.0,0.0,0.0,0.0
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0
,1242,1.0,1027,215,0.17310789049919484,,0.30721401183630204,0.037103990204787315
