Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS
"(-inf, 943.03)",73,0.05877616747181964,60,13,0.1780821917808219,-0.03436397704033123,7.018932381598893e-05,8.773233807838872e-06
"[943.03, 3095.62)",426,0.34299516908212563,361,65,0.15258215962441316,0.15073150663634838,0.007413528507374124,0.000925814791743515
"[3095.62, 3643.79)",78,0.06280193236714976,73,5,0.0641025641025641,1.1172623469133955,0.05343307616858974,0.00635207333654483
"[3643.79, 4574.19)",99,0.07971014492753623,90,9,0.09090909090909091,0.7388259111931506,0.03381858872955399,0.004133725792343838
"[4574.19, 6149.42)",129,0.10386473429951691,112,17,0.13178294573643412,0.3215263454379831,0.009641203474309395,0.0011999859745340808
"[6149.42, 10330.34)",172,0.13848631239935588,143,29,0.1686046511627907,0.03178961847253792,0.0001385005455971609,1.731183924762636e-05
"[10330.34, 20090.04)",140,0.11272141706924316,109,31,0.22142857142857142,-0.3063985040568977,0.0116589761603499,0.0014516978893811452
"[20090.04, inf)",125,0.10064412238325282,79,46,0.368,-1.022952725822969,0.14017563291241397,0.016795834104255964
Special,0,0.0,0,0,0.0,0.0,0.0,0.0
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0
,1242,1.0,1027,215,0.17310789049919484,,0.2563496958220043,0.030885216961858836
