Variable,Bin,total,good,bad,good_rate,bad_rate,WoE,IV_component,IV
max_amount_7d,"(-0.001, 1.0]",493,397,96,0.8052738320379841,0.19472616593361833,-0.0942097271525144,0.004467816944267595,0.29034692884751523
max_amount_7d,"(1.0, 2747.62]",59,42,17,0.7118643947141629,0.28813558833668496,-0.609332744977173,0.02597013910726827,0.29034692884751523
max_amount_7d,"(2747.62, 4727.875]",55,51,4,0.9272727104132235,0.0727272714049587,1.0317039845325195,0.04094901212358854,0.29034692884751523
max_amount_7d,"(4727.875, 6204.5]",53,42,11,0.7924528152367394,0.2075471658953365,-0.17402051321198492,0.0016799221242365272,0.29034692884751523
max_amount_7d,"(6204.5, 8728.145]",60,58,2,0.9666666505555559,0.03333333277777779,1.8534210889836962,0.1096187366445589,0.29034692884751523
max_amount_7d,"(8728.145, 17027.525]",132,119,13,0.9015151446854913,0.09848484773875116,0.7003690816420266,0.050752259567214186,0.29034692884751523
max_amount_7d,"(17027.525, 40683.875]",103,83,20,0.8058252348949007,0.19417475539636161,-0.09068880557182377,0.000864024214390688,0.29034692884751523
max_amount_7d,"(40683.875, 484362.63]",54,35,19,0.6481481361454049,0.35185184533607694,-0.9028748719478434,0.05604501812199051,0.29034692884751523
