Variable,Bin,total,good,bad,good_rate,bad_rate,WoE,IV_component,IV
cv_amount_3m,"(-0.001, 0.598]",495,433,62,0.8747474729803082,0.12525252499948986,0.42980431374513395,0.07861974597818877,1.8418471329269964e-09
cv_amount_3m,"(0.598, 0.703]",133,101,32,0.7593984905308384,0.24060150195036464,0.42980431374513395,-0.023078772810138554,1.8418471329269964e-09
cv_amount_3m,"(0.703, 0.881]",141,117,24,0.8297872281575374,0.1702127647502641,0.42980431374513395,0.004129164552672429,1.8418471329269964e-09
cv_amount_3m,"(0.881, 1.0]",66,49,17,0.7424242311753905,0.25757575367309465,0.42980431374513395,-0.014680521070447601,1.8418471329269964e-09
cv_amount_3m,"(1.0, 1.336]",89,58,31,0.6516853859361192,0.3483146028279258,0.42980431374513395,-0.043064956087361356,1.8418471329269964e-09
cv_amount_3m,"(1.336, 4.399]",85,69,16,0.8117646963321801,0.18823529190311422,0.42980431374513395,-0.0019246587210665566,1.8418471329269964e-09
